"1987-01","1987-02","1987-03","1987-04","1987-05","1987-06","1987-07","1987-08","1987-09","1987-10","1987-11","1987-12","1988-01","1988-02","1988-03","1988-04","1988-05","1988-06","1988-07","1988-08","1988-09","1988-10","1988-11","1988-12","1989-01","1989-02","1989-03","1989-04","1989-05","1989-06","1989-07","1989-08","1989-09","1989-10","1989-11","1989-12","1990-01","1990-02","1990-03","1990-04","1990-05","1990-06","1990-07","1990-08","1990-09","1990-10","1990-11","1990-12","1991-01","1991-02","1991-03","1991-04","1991-05","1991-06","1991-07","1991-08","1991-09","1991-10","1991-11","1991-12","1992-01","1992-02","1992-03","1992-04","1992-05","1992-06","1992-07","1992-08","1992-09","1992-10","1992-11","1992-12","1993-01","1993-02","1993-03","1993-04","1993-05","1993-06","1993-07","1993-08","1993-09","1993-10","1993-11","1993-12","1994-01","1994-02","1994-03","1994-04","1994-05","1994-06","1994-07","1994-08","1994-09","1994-10","1994-11","1994-12","1995-01","1995-02","1995-03","1995-04","1995-05","1995-06","1995-07","1995-08","1995-09","1995-10","1995-11","1995-12","1996-01","1996-02","1996-03","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.54,67.43,67.71,67.65,67.9,67.66,67.56,67.28,67.14,66.68,66.52,66.41,66.56,66.51,66.44,66.48,66.44,66.56,66.61,66.58,66.25,65.93,65.41,65.36,65.26,65.29,64.6,64.35,64.37,64.88,65.5,65.87,66.04,65.84,66.1,65.95,66.01,65.88,65.93,65.83,66.02,66.08,66.26,66.46,66.54,66.55,66.52,66.59,66.83,66.83,67.21,67.3,67.75,67.95,68.44,68.72,69.28,69.41,69.81,70.03,70.53,70.82,71.28,71.73,72.14,72.47,73,73.53,74.06,74.26,74.46,74.79,75.11,75.37,75.52,75.8,76.16,76.82,77.26,77.71,77.87,78.15,78.39,78.74,79.1,79.47,79.93,80.39,80.73,81.1,81.45,81.87,82.1,82.21,82.3,82.34,82.59,82.9,83.39,83.88,84.26,84.52,84.56,84.84,85.26,85.81,86.17,86.41,86.64,87.09,87.52,88.06,88.6,89.41,90.05,90.54,90.86,91.15,91.59,92.04,92.41,92.91,93.81,94.63,95.14,95.77,96.33,97.23,97.91,98.56,99.03,99.49,100,100.43,101.42,102.13,102.98,103.89,104.35,104.92,105.34,105.67,105.93,105.88,105.93,106.27,107.05,107.85,108.65,109.19,109.85,110.36,110.75,111.2,111.31,111.57,111.61,112.05,112.63,113.34,114.05,114.83,115.41,115.9,116.14,116.42,116.59,116.7,117.1,117.72,118.75,119.37,120,120.79,121.79,122.89,123.82,124.75,125.53,126.33,126.61,127.28,128.5,130.1,131.95,134,136.42,138.66,141.64,145.07,148.59,152.38,155.49,160,165.96,173.08,180.16,188.96,197.15,204.94,211.45,215.95,219.12,220.75,221.81,222.65,223.53,225.12,226.51,227.42,227.38,227.01,225.2,224.5,223.13,221.5,220.2,218.07,216.86,215.04,213.94,212.52,210.78,208.86,205.28,200.72,194.45,187.67,180.06,172.72,166.97,161.33,157.32,153.19,149.09,144.83,139.79,135.18,130.54,123.93,117.13,111.95,106.92,104.45,103.56,104.73,106.66,108.41,109.26,110.71,111.96,112.48,111.76,110.11,109.52,110.06,111,110.98,110.3,108.84,107.16,105.97,104.85,103.1,101.54,100.81,100.27,100.36,100.4,100.69,100.54,100.43,100.22,100.54,101.12,101.91,102.84,104.12,106.38,109.01,111.92,114.68,117.22,119.28,120.65,122.39,124.16,125.33,126.69,128.1,130.29,132.47,134.97,137.36,139.36,141.47,143.14,144.49,144.86,144.48,144.18,144.1,144.71,145.4,146.05,146.9
59.33,59.65,59.99,60.81,61.67,62.71,63.66,64.56,65.38,66.2,66.94,67.91,68.66,69.36,70.14,70.83,72.03,74.35,77.22,79.27,81.23,82.94,84.69,85.97,87.3,88.28,90.34,92.11,93.98,95.55,96.71,97.51,97.99,98.55,99.29,99.88,100.23,100.15,100.02,99.99,99.79,100.24,100.05,99.99,99.26,98.66,97.36,96.54,95.28,94.12,92.83,92.83,93.37,94.25,94.85,95.21,94.92,94.51,93.67,93.01,92.45,91.97,90.97,90.58,90.4,90.41,90.06,89.86,89.11,87.95,86.8,85.6,84.88,84.09,82.76,82.05,81.67,81.69,81.11,80.33,79.77,78.92,78.36,77.3,77,76.86,76.47,76.44,76.39,76.72,76.95,77.25,77.13,77.07,76.59,76.07,75.91,75.36,74.99,74.78,74.92,74.88,75.06,75.11,74.87,74.6,74.13,73.6,73.39,73.1,73.07,73.35,73.88,74.52,74.71,74.9,74.69,74.7,74.5,74.15,73.91,73.54,73.98,74.82,75.72,76.62,77.2,78.07,78.29,78.77,78.97,79.5,80.28,81.14,82.73,83.96,85.4,86.97,88.62,89.98,90.95,91.38,91.38,91.3,91.22,91.46,92.37,93.95,95.27,96.62,97.49,98.3,98.63,98.99,99.34,99.79,100,100.62,102.13,103.7,104.99,106.36,107.23,108.18,108.94,109.56,110.12,110.12,110.88,111.32,112.98,114.12,115.31,116.47,117.36,118.67,119.51,120.16,120.48,120.65,121.45,122.26,124.12,126.23,128.73,131.59,133.97,136.59,138.62,140.76,142.07,143.26,144.27,145.3,147.23,149.65,152.27,154.98,158.34,161.89,165.29,168.4,171.11,173.98,177.01,180.49,186.55,193.22,199.58,206.38,211.08,213.49,215.08,215.74,216.58,217.34,219.41,222.29,226.75,231.59,236.68,241.7,246.37,251.1,255.85,260.16,262.56,264.77,265.92,267.75,268.23,270.44,272.12,273.22,273.85,273.8,273.94,273.66,273.05,270.03,268.68,266.63,264.58,263.37,263.19,262.12,260.84,258.07,254.79,249.5,240.43,233.03,224.41,214.83,207.11,202.45,198.54,195.7,192.55,189.18,184.54,179.82,175.85,171.4,166.55,163.17,160.89,159.37,159.18,160.9,163.97,166.62,168.03,168.43,169.72,171.38,172.97,171.81,170.61,171.78,174.67,175.66,176.27,175.55,175.36,174.05,173.28,170.99,169.88,168.23,167.75,168.18,169.07,169.66,170.05,169.38,168,165.51,163.93,162.11,160.76,159.53,159.72,162.16,165.76,168.57,170.79,173.01,174.79,175.85,176.58,178.59,180.23,182.04,186.3,192.56,197.54,202.08,206.33,210.49,212.83,214.65,214.79,214.84,214.23,215.25,217.73,219.63,221.94,223.33
54.67,54.89,55.16,55.85,56.35,56.86,57.26,57.69,58.14,58.53,59.02,59.4,59.86,60.12,60.87,61.19,61.68,61.54,64.81,65.64,66.45,67.47,68.62,69.84,70.96,72.27,73.92,75.45,76.83,78.31,79.36,80.56,81.58,82.44,83,83.55,83.77,84.08,84.43,85.09,85.53,86.01,86.02,85.86,85.76,85.32,84.98,83.93,83.13,81.87,80.89,80.73,81.41,82.2,82.59,82.47,82.2,82.02,81.76,81.14,80.48,79.87,79.98,80.18,80.4,80.27,80.1,79.8,79.58,78.48,78.18,77.19,77.25,76.32,75.94,75.46,75.57,75.4,75.02,74.71,74.79,74.53,74.51,73.74,73.84,73.47,73.39,73.62,74.32,74.81,75.1,74.75,74.23,73.99,73.6,73.02,72.58,72.53,72.41,72.59,72.62,72.48,72.63,72.72,72.71,72.33,71.79,71.36,71.36,71.39,71.22,71.56,72.05,72.23,72.26,72.02,72.23,72.07,72.2,71.74,71.95,72.04,72.45,73.04,73.56,74.49,74.99,75.73,75.95,76.47,76.77,77.57,78.23,79.03,80.45,81.88,83.13,84.57,85.81,87.05,87.82,88.09,88.28,88.33,89.18,90.05,91.32,92.27,93.11,94.65,95.71,96.88,97.77,98.55,99.19,99.47,100,101.07,103.26,105.42,107.15,109.64,111.21,112.84,113.66,114.22,115.49,116.32,117.54,118.46,121.19,122.93,124.3,125.28,126.34,127.19,128.19,129.14,129.71,129.31,128.79,129.82,131.76,135.04,138.14,141.41,144.15,147.25,149.54,151.87,153.58,154.43,155.4,156.17,157.75,160.23,162.55,165.26,167.98,171.27,175.03,178.7,181.79,184.11,186.33,189.89,196.4,203.64,210.94,218.18,224.22,227.67,230.64,232.28,232.63,233.08,233.78,235.64,236.56,239.58,242,245.35,247.33,248.45,249.03,249.79,250.34,248.55,247.46,247.89,248.09,249.35,249.14,249.6,249.05,247.3,246.6,244.03,242.11,238.08,237.15,235.53,233.27,232.66,231.78,231.36,229.66,226.73,222.82,217.02,209.6,202.45,197.45,190.34,185.42,180.56,178.03,175.37,172.2,168.23,164.12,159.12,155.47,152.16,148.26,146.83,144.58,144.43,145.06,147.31,150.99,153.34,154.76,155.37,156.06,156.29,156.95,157.92,160.22,161.39,163.11,163.82,165.02,163.99,162.43,159.99,160.08,158.97,157.03,155.05,153.88,154.5,154.78,155.06,155.22,154.91,153.72,152.86,151.45,150.42,148.74,149.07,149.68,151.75,153.06,154.76,156.48,157.84,160.09,162.1,163.61,164.31,163.28,164.25,167.84,174.08,179.56,184.57,188.33,191.78,193.51,194.07,194.15,193.87,194.94,196.97,199.32,200.72,201.94,203.32
46.61,46.87,47.32,47.69,48.31,48.83,49.49,49.94,50.69,51.33,51.8,52.03,52.24,52.64,53.19,54.19,56.09,58.22,58.7,59,59.5,60.37,61.31,62.2,62.66,63.32,64.64,66.27,67.77,69.26,70.27,71.36,72.31,72.95,73.25,73.02,72.87,72.95,73.5,74.57,75.12,75.15,74.81,74.45,74.24,73.44,72.58,71.47,71.17,70.27,69.56,69.46,70.13,70.83,71.39,71.52,71.55,71.21,70.69,70.05,69.67,69.48,69.17,69.26,69.86,70.02,70,69.64,69.51,69.28,68.85,68.21,67.77,67.44,67.09,67.59,67.9,67.99,67.65,67.63,67.5,67.18,66.77,66.27,65.98,65.79,66.37,67.05,67.7,68.15,68.38,68.4,68.21,68.17,68.04,67.93,67.73,67.4,66.79,67.08,67.31,67.5,67.72,67.78,67.76,67.3,66.8,66.43,66.15,65.97,65.92,66.44,67.05,67.67,68.02,68.35,68.43,68.53,68.72,68.69,68.8,68.81,69.78,71.09,72.19,73.12,73.75,74.43,74.76,75.22,75.31,75.81,76.19,76.53,77.48,79.08,80.82,82.41,83.52,84.41,85.06,85.05,84.66,84.5,85.03,85.93,87.51,89.21,90.82,92.52,94.2,95.14,96.15,96.72,97.87,98.9,100,102.7,106.56,110.97,115.01,118.45,119.48,119.95,120.94,123.08,125.66,128.58,131.16,133.27,134.1,134.38,134.09,132.64,130.95,129.15,128.6,128.01,126.99,125.47,125.13,126.06,128.79,132.62,136.07,139.35,141.02,141.93,142.29,142.74,143.06,142.4,141.9,142.19,143,144.69,145.53,146.53,147.75,148.72,150.25,151.75,153.36,154.62,155.93,158.11,160.9,164.65,167.76,171.51,173.85,175.89,178.15,180.75,183.15,185.72,189.35,193.5,198.3,201.86,205.52,208.92,211.56,212.86,214.73,215.55,215.7,215.11,214.78,215.5,216.04,217.52,218.37,218.12,217.63,217.22,216.37,215.42,213.84,212.13,211.78,210.78,211.09,211.47,210.89,209.48,208.64,208.15,206.46,202.03,195.49,189.23,183.81,174.54,168.38,164.63,162.7,159.83,156.88,151.42,145.53,139.44,135.28,130.12,124.4,120.35,117.71,118.46,120.16,124.7,128.86,132.47,134.16,135.81,136.63,136.4,135.63,134.67,136.74,139.77,142.16,142.55,143.23,142.83,141.54,138.84,137.28,136.02,133.37,129.96,129.83,132.02,134.42,134.9,135.28,135.2,133.22,132.34,129.78,128.72,125.47,124.64,125.94,130.23,135.28,139.01,141.71,142.37,143.15,144.15,146.23,147.24,147.45,148.23,153.96,161.46,168.41,173.01,176.87,178.53,179.91,179.55,180.19,180.55,181.52,181.91,186.67,191.17,194.65,195.32
50.2,49.96,50.15,50.55,50.63,50.5,50.28,50.38,50.18,50.38,49.89,49.86,49.35,49.27,48.85,48.58,48.22,48.27,48.33,48.52,48.37,48.27,47.86,47.36,47.23,47.21,47.33,47.33,47.49,47.73,47.64,47.78,47.8,48.12,48.18,48.06,47.98,48.08,48.29,48.4,48.4,48.75,48.84,48.99,48.98,48.86,48.78,48.53,48.67,48.68,48.85,49.2,49.51,50.09,50.55,50.86,50.9,50.99,51.03,51.08,51.25,51.94,52.83,53.48,53.79,54.18,54.4,54.77,54.97,54.96,55.21,55.35,55.83,56.05,56.68,57.05,57.59,58.42,59.1,59.93,60.42,60.99,61.38,62.01,62.49,63.04,63.61,64.44,65.09,65.86,66.3,66.71,66.81,67.03,67.16,67.4,67.59,67.82,68.22,68.6,69.2,69.63,70.18,70.58,71.02,71.26,71.38,71.5,71.34,71.43,71.9,72.72,73.36,73.58,73.91,73.97,74.26,74.51,74.81,75.07,74.96,75.15,75.69,76.36,76.95,77.6,78.22,78.76,78.88,79.14,79.45,79.91,80.17,80.33,80.69,81.48,82.4,83.37,84.2,85.05,85.79,86.46,86.96,87.25,87.93,88.67,90.22,91.31,92.51,93.75,94.92,96.14,97.62,98.54,99.06,99.42,100,100.73,101.99,103.07,105.26,107.32,108.93,110,111.35,112.33,113.35,114.24,114.75,115.79,116.33,117.95,119.2,120.45,121.12,121.78,122.41,122.36,121.93,121.32,121.3,121.21,122.05,122.7,123.95,124.75,125.46,125.55,125.66,125.69,125.84,125.41,124.81,124.33,124.87,125.17,125.67,125.61,126.07,126.72,126.94,127.05,127.08,126.98,127.2,127.21,127.73,128.34,129.12,130.45,131.1,131.83,131.87,132.18,132.16,132.4,132.34,132.63,132.73,133.85,134.82,135.71,136.47,137.19,137.6,137.69,137.53,137.5,137.42,137.12,136.93,137.28,138.31,139.46,140.26,140.28,139.65,138.62,137.65,137.11,135.86,134.86,134.2,134.86,136.32,138.09,139.24,139.72,138.44,136.09,133.36,130.98,128.95,127.46,127.4,128.49,129.73,131.66,132.67,132.63,130.95,129.04,127.66,125.74,122.33,120.21,120.37,122.15,123.78,126.92,128.79,130.07,129.44,128.9,128.29,127.2,125.59,124.54,125.31,127.5,128.24,129.2,128.72,128.57,127.33,126.58,125.02,124.1,122.73,121.26,120.56,122.32,123.94,125.97,125.98,126.48,125.57,125.38,124.79,123.62,122.92,121.81,123.66,125.81,128.48,131.06,132.79,133.48,134.01,134.03,134.5,134.14,134.17,133.9,135.79,138.28,140.98,143.37,145.63,146.95,147.3,146.74,146.44,146.26,146.21,146.13,148.19,150.58,152.59,154.39
